Ejmejm
12
1079,2,609,0,-0.3169391407164178,46.83827614782593,33.511551926164216,0,9.464624266181932,47.231947546717855,True,
1079,2,609,0,0.3169391407164178,33.511551926164216,46.83827614782593,0,9.464624266181932,34.057956718347945,True,
1079,2,609,0,0.31693914071641793,33.511551926164216,46.83827614782593,0,9.464624266181932,34.057956718347945,True,
1079,2,609,0,-0.3169391407164177,46.83827614782593,33.511551926164216,0,9.464624266181932,47.231947546717855,True,
2757,4,1557,0,-0.8629082383017841,81.74326987465085,25.34202379053417,0,47.14383278648439,82.75091459798391,True,
2757,4,1557,0,-0.6612725603315144,79.42564717199352,28.66079951240021,0,46.2867089853016,80.56712720665772,True,
2757,4,1557,0,0.8629082383017841,25.34202379053417,81.74326987465085,0,47.14383278648438,28.33208945470083,True,
2757,4,1557,0,0.6612725603315145,28.66079951240021,79.42564717199352,0,46.2867089853016,31.609503582560855,True,
1479,2,835,0,-1.487757856516062,101.99969256252689,22.000756415405366,0,61.99988131319286,102.02909788939601,True,
1479,2,835,0,0.001487294757863425,66.23730195667696,66.56320432866796,0,56.000153307825876,68.6759673529873,True,
1479,2,835,0,1.4877578565160632,22.00075641540536,101.99969256252689,0,61.99988131319285,22.13647097704158,True,
1479,2,835,0,-0.001487294757863411,66.56320432866795,66.23730195667694,0,56.00015330782586,68.99061381725885,True,
-
1079,2,609,0,-0.2733514109989286,46.19904646819022,32.129447559053986,0,9.464624266181932,49.53595237795,True,
1079,2,609,0,0.26872093845090805,32.86159265114824,45.46806254339412,0,9.464624266181932,36.582594118294814,True,
1079,2,609,0,0.2733514109989287,32.129447559053986,46.19904646819022,0,9.464624266181932,36.5558675215374,True,
1079,2,609,0,-0.26872093845090805,45.46806254339412,32.86159265114824,0,9.464624266181932,49.52114832231173,True,
2757,4,1557,0,-1.1122137296424723,78.5898995892602,18.341999913041107,0,47.14383278648439,84.65535418887298,True,
2757,4,1557,0,-0.8065982418882643,76.64892050068285,21.661113261326168,0,46.2867089853016,82.46507705364269,True,
2757,4,1557,0,1.1122137296424726,18.341999913041107,78.5898995892602,0,47.14383278648438,28.76685003188112,True,
2757,4,1557,0,0.8065982418882645,21.661113261326168,76.64892050068285,0,46.2867089853016,32.16885400498379,True,
1479,2,835,0,-1.876646023285494,101.17068688202131,15.000996922204873,0,61.99988131319286,104.00820840574646,True,
1479,2,835,0,0.0009449757208231935,60.4047128754868,60.363236002139594,0,56.000153307825876,69.89227259309946,True,
